"Panel Type","Plus Panel","Serial #","Shooting FW","WL Control FW","Logging FW","GUI SW","Surface Check FW","Received Date","XC Base","Panel Status","Unit#","Sales Order#","Date Updated","Tracking Info","Comments","Verified","RMA","Spare","Customer District","Operating Company","Customer","Updated By","Activity","Field View History of Panel ","Viewed Digital Shooting Panel","Viewed Surface Tester","Related Panel Records","Changes Summary",
"Digital Shooting Panel","","2601139-v2.6.1","1.26","","","","","5/21/2026","Midland","Leased","Na","","5/21/2026","","","Y","","Y","LES-Platteville","Hunt Oil","Liberty Energy Inc.","Eric Williams","","","","","","",
"Digital Shooting Panel","","SH230725-2v3","1.2","","","","","3/19/2024","Midland","Leased","1223","","5/21/2026","","In spare truck on Circle S STX","Y","","N","TIER-Midland","Circle-S Energy, LLC","Tier 1 Completions Solutions, Inc.","Eric Williams","","","1278 , 1280 , 1336 , 1339 , 1340 , 1350 , 1363 , 1510 , 1513","","q87S_APNyT4OuTHDkFEbSd , BH3_g1TcaE4DUv-hIwpWRd , Eu6n7sNab44aa6mp2uCn9b , v1pQdR_XbK4IM_uevsx9k7 , khayR1NJ564AMMCy1p1SS0 , 5t07cOK_XV4H2-uK_xeZ42 , CznM2YrC894B60qlEVT4-9 , VX4BsD8BeK42QWn_FirGXb","",
"Digital Shooting Panel","","SH230723-2v3","1.2","","","","","2/19/2024","Midland","Leased","2112","","5/21/2026","","","Y","","N","TIER-Midland","Circle-S Energy, LLC","Tier 1 Completions Solutions, Inc.","Eric Williams","","","887 , 1354 , 1357 , 1736","","VVkIwWYi8x45iaLqo-_bHb , -KxS0qu4H14aiSEGJmPh10 , YtBogUXrh_4Re--ymuehf2 , JrCMWOd5yk4iejGM2RErf5","",
"Digital Shooting Panel","","2511111-V2.6","1.20","","","","","5/18/2026","Midland","Leased","2629","","5/19/2026","","","Y","","N","HWS-Victoria","Bandera","Horizontal Wireline Services","Eric Williams","","","1728 , 1735 , 1739","","KE8nQSXVuu4FA_BkAwjM5e","",
"Digital Shooting Panel","","SH240547-2v4","1.2","","","","","8/12/2024","Midland","Leased","2115","","5/19/2026","","","Y","","N","TIER-Oklahoma","Validus Energy","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","1697 , 1730 , 1737 , 1748","","NvKgH90kjN4ayyq8fLLIe0 , G4LACI0sUb4maqEezcjYV9 , 3AjcyhB8Gl4xe1BSQw-tKd , 3lciCfe1Bu4C6mbEhOK2h8 , 9BT5KU7cxK4aaoSnPkxnR3 , Brtxs9A6N94XuZrIvxXLh0","",
"Digital Shooting Panel","","SH240751-2v4","1.2","","","","","1/19/2026","Midland","Leased","2117","","5/17/2026","","","Y","","N","TIER-Oklahoma","Upland Energy Inc","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","1159 , 1160 , 1725 , 1738","","m61zO5YO_k46qmyTl7vlNe , Dw3SkDsJcd4bYrhRvMCana , RGa-MbEEky4eUZp3KLytl4 , hxFbkRNxmg4wy52PyI-r26 , MItqd2uwD-45e9X6CwXuHa","",
"Digital Shooting Panel","","SH240540-2v3","1.2","","","","","6/25/2024","Denver","Leased","2011","","5/17/2026","","","Y","","N","TIER-Oklahoma","Sandridge Energy","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","1305 , 1314 , 1378 , 1550 , 1689 , 1726 , 1749","","Gm-3ZeLPmN4IUT9s4mvdW4 , Qa7JEXPrac45mB18f0-FE8 , qjTTo0kzG24bAx8MVOyZE7 , pO_RVru5e_4LqhGpwA55q7","",
"Digital Shooting Panel","","SH2510109-V2.5+","7.2","","","","","12/30/2025","Midland","Leased","003","","5/5/2026","","","Y","","N","CCS-Midland","Riley Exploration Permian, Inc.","Caliber Completions Services, LLC","Mike Grober","","","1360 , 1376 , 1393 , 1456 , 1712 , 1721","","N0CGM1IRC24za_5QbVH8x3 , 3kcOKOC4414Lmos_KKv2Na , vkA3Ggd9ul4_QVp1dhXaI9","",
"Digital Shooting Panel","","SH250790 v2.5","1.20","","","","","9/19/2025","Midland","Leased","8093","","5/4/2026","","","Y","","N","TWG-Grand Junction","QB Energy","The Wireline Group","Robert Grissom","","","1714","","avGt7cpnwY42YZo7fLNsM3 , 7A4dEkrsv64Li13smUgvOe , rRbfdpstfW4vAEUIkVlh02","",
"Digital Shooting Panel","","SH250589-V2.4","1.2","","","","","8/8/2025","Williston","Leased","8050","","5/4/2026","","","Y","","N","TWG-Grand Junction","Not Specified","The Wireline Group","Robert Grissom","","","","","4jlDUqLTq14BElTjfHahD4 , wTllq7UKCL4r269jrtEjAa","",
"Digital Shooting Panel","","SH240852 2v4","1.2","","","","","9/25/2024","Midland","Leased","8103","","5/4/2026","","","Y","","N","TWG-Grand Junction","Not Specified","The Wireline Group","Robert Grissom","","","","","tFMG2K54mm4eeKF3REkkV2 , TJxSmuXBAD47iPSWf93iCb , wbq59p5Kg64LueT2bs1Uqb , 2HucvKYKK24BiqZLlUWFK2 , VtOdFHT2DQ4PqmWhyu2YH7","",
"Digital Shooting Panel","","SH230724-2v3","1..2","","","","","10/13/2023","Midland","Leased","8102","","5/4/2026","","","Y","","N","TWG-Grand Junction","Logos Energy","The Wireline Group","Robert Grissom","","","","","yyF3WOlN7S4RuhTXqbOqV1","",
"Digital Shooting Panel","","SH240546-2v4","1.18","","","","","7/22/2024","Midland","Leased","8100","","5/4/2026","","","Y","","N","TWG-Grand Junction","XCL Resources","The Wireline Group","Robert Grissom","","","","","0cr_i_G0Fw4sIFZUIdBJI5","",
"Digital Shooting Panel","","SH2601130-V2.5+","n/a","","","","","4/1/2026","Midland","Leased","12103","","5/4/2026","","","Y","","Y","LES-South Texas","HighPeak Energy","Liberty Energy Inc.","Robert Grissom","","","1651 , 1652 , 1660 , 1661 , 1676 , 1724","","bKVo6u-n_546uLTNmZO9Ea , 6nzpk--TIh4gQvM_sYtX8e","",
"Digital Shooting Panel","","SH240544-2v4","1.2","","","","","7/22/2024","Midland","Leased","5002","","5/4/2026","","","Y","","N","TWG-Grand Junction","SM Energy","The Wireline Group","Robert Grissom","","","","","tXVluOHF6X4zqoKeQaVG38 , tNHQ-sGcXd4_MUCC4obS19 , xTiNwWon994biIflh3vTFe , TGvyaPy3wA4iUVF4crn1Ya","",
"Digital Shooting Panel","","SH2512123-v2.5+","1.20","","","","","2/23/2026","Midland","Leased","002","","4/29/2026","","","Y","","N","CCS-Midland","Sabalo","Caliber Completions Services, LLC","Mike Grober","","","1673 , 1707 , 1744","","FY7h8GzmCS4Ceo5-YMESGd , Eq0FhZraIi4CM5xZxAaMR1 , q6MzYd1RPE44YgMyveVz51 , Dae83ih4R547MzvNUQFzM7","",
"Digital Shooting Panel","","2512125-v2.5","1.20","","","","","3/2/2026","Williston","Leased","Shop","","4/28/2026","","","Y","","Y","SRF-Williston","Shop","Surefire Wireline West, LLC","Martin Aguilar","","","","","OKX2TrmJ2R4c6yp3b2MVN5 , _hUuCdUN_x44EQjvEwU6le","",
"Digital Shooting Panel","","SH230518-2v3","1.2","","","","","6/8/2024","Williston","Leased","Shop","","4/28/2026","","","Y","","Y","SRF-Williston","Shop","Surefire Wireline West, LLC","Martin Aguilar","N","","1649","","UWw1FFjUWp4-EN5twPwCJb , 931DYaIlcf44ixxaGp_lNa , iuNdgHSjbu4T6Q76t0bhC9 , 6i-awe_NLR4cQnTmkDqT-b , w05b9yhNO044uH23QJQmnc , kPGLIJ3Mub4n2pX_h1Eayb , qr5FAfS7Bv4QQyftwq6mJd , ELsuKuWy7i4-MyAEy9UB22 , kcD954nIZj49IwgIUs_2Nf , XVh2lXVUmk4QMuW8qo1Kt2 , y5v7img20A4NAsfRMxSCb3 , HTE1gEU8oh4jeq51ZiY6k1 , v8JlphKNxJ4aest_JzdG4f , ifAYEn7RRN48muYEzp7Y4b , WIdgl5WHqK4MaCHEHeV4H4 , tiYPHPDgNa402kX4HI99A8 , AmvXVTh5Vd4nyz8BQcYyN5 , GLkN0nWJVf4p60Kb7Ee404 , FOEpd61qn14sIcxNtTDHo5 , YwOn1Wvehj4WAv1JxokQQ1","",
"Digital Shooting Panel","","SH250484-V2.4-2v2","1.2","","","","","6/6/2025","Williston","Leased","509","","4/27/2026","","","Y","","N","SRF-Williston","Kraken Operating","Surefire Wireline West, LLC","Martin Aguilar","","","1410 , 1420 , 1423 , 1428 , 1565","","EQcyHAE6TR4YidncBotefa , crWNvIrfWN466frxcZdq5e , riB6nthc094GqbQKhQToj9 , XlPmYWO1km44AGC8KBUFz6 , yCTvKdgKlY4ZaWsWnpFkQ0 , lCMt6-YkUF4Gy2xbXAuSu3 , _kd2ZzPwse4ZakvGNoTyff , IN2DFYfVDj446HBEefPJF5","",
"Digital Shooting Panel","","SH230736-2v3","1.2","","","","","5/9/2024","Midland","Leased","2012","","4/2/2026","","","Y","","N","TIER-Oklahoma","Mach Energy Services, LLC","Tier 1 Completions Solutions, Inc.","Robert Grissom","","","1169 , 1389 , 1602 , 1717","","uVXnh9iemI46ulCuuDXevf , 7FhSVV2Y_643Mch9if-Kd8","",
"Digital Shooting Panel","","SH230739-2v3","1.2","","","","","5/29/2024","Midland","Leased","2118","","4/2/2026","","","Y","","N","TIER-Oklahoma","Validus Energy","Tier 1 Completions Solutions, Inc.","Robert Grissom","","","1170 , 1290 , 1379 , 1549 , 1604 , 1705","","8HyleLPK_t4M2BnVxdFpXb , Ktin1CGG8O4vIeBh8OSGQ2 , UJEO4dvMd_4se6b8MsvvN8 , RKJzJjvOcZ4N6H7wQUw4Na , QDoNIC0IQ64Uu_F_3rmTn2 , ozhZfkaAUh4xacBsOsWoec , cqfaOYIms94sy2hHzmIQAa , XfAIj4vK564DqgdAyj0j82","",
"Digital Shooting Panel","","SH240856-V2.4","1.2","","","","","11/8/2024","Williston","Leased","150","","4/2/2026","","","Y","","N","GOW-Williston","Phoenix Operating LLC","Go Wireline LLC","Martin Aguilar","","","1104","","oovIIWMPER4X2GcYM-1v84 , BqMp1XrBUz4pQaxZHoHuK0 , OImNCjBti-4DM2SyRXEt62 , icaXT9qPQh40Ebccyq7lj1 , 2Ax46RpY8Y40q-DQC7ca77 , Rlf_YeKike4vM1EstWEEq8 , jmyMkYRUaZ42Id_BKnvczf","",
"Digital Shooting Panel","","SH240858-V2.4","1.2","","","","","10/9/2024","Midland","Leased","Shop","","4/2/2026","","","Y","","N","TIER-Oklahoma","Validus Energy","Tier 1 Completions Solutions, Inc.","Robert Grissom","","","1292","","bUz4y8b2Pb4WaLziw00LQ3 , bcm2ksMT704xeewkrWZwP4 , zLaCH0QlZF4Q6T6DX3LKz8 , PJNqtg7ZDe4hm7rSkrs1kd","",
"Digital Shooting Panel","","SH240855-2v4","1.2","","","","","9/26/2024","Denver","Leased","No Truck Number Yet","","4/1/2026","","","Y","","N","TIER-Platteville","Civitas Resources","Tier 1 Completions Solutions, Inc.","Rob Fogarty","","","1194 , 1338 , 1347","","qFuHBykFkE4k2NOPsFpO-9 , W5qv8U3Ltc4qyihw4NGqw5 , kmK65Mvon44oiTWrfXRFT9 , W5l4nvHlDH4dqAL6HxATS8 , 9VTHHK67ES4VuziDtLkAJa , 1u43NYNoHB4uync_gvZkQa , fNLs-c2o8F4buQcTyHc29f , XKD4majore4jU79-gSovB2","",
"Digital Shooting Panel","","SH241164-V2.4","1.2","","","","","12/22/2024","Midland","Leased","2015","","4/1/2026","","","Y","","N","TIER-Oklahoma","Mach Energy Services, LLC","Tier 1 Completions Solutions, Inc.","Mike Grober","","","1289","","QR__yf5pKT4NaYwgDqnaSd , roUNEM3qfm4gmhtxV3BHtd , 79zxqTuT2L4LIFEEqIwJPf","",
"Digital Shooting Panel","","SH250480-V2.4","1.2","","","","","6/13/2025","Williston","Leased","12138","","3/27/2026","","","Y","","N","SRF-Williston","Shop","Surefire Wireline West, LLC","Martin Aguilar","","","1210 , 1211 , 1307 , 1399 , 1419 , 1421 , 1711","","a1an0m4_L-4ueDrmIIqsGc , 2oTdsYZINz4zelBG-XT177 , O-hVmzwHd64hq3B74esyA5 , 9NWMk9cQyu4ZucTLePwZS8 , uTeCeiKmBK40Q0rrw8-Uo5 , CAZfcEGXXS4QmVYd00z9c0 , AJjUmba_km4NUNcBIvw7Yd","",
"Digital Shooting Panel","","SH240542-2v4","7.2","","","","","8/1/2024","Midland","Leased","8115","","3/10/2026","","","Y","","N","TWG-Midland","","The Wireline Group","Mike Grober","","","1394 , 1416 , 1417 , 1418 , 1431 , 1457 , 1541 , 1574 , 1575 , 1576 , 1578 , 1581 , 1582 , 1612 , 1634 , 1635","","X53zVee7Ms4kef2l-R6RJ1 , zKiSCAtMtv4aIOnz-wFwac , QdRxUGwgwF4FiFI4uuJPvb , gG8z8XmMet4oaLt4lOsN_c , Zk2HRR36Xn4xUaUDrU1K9f , 0BHtesagEf4oi5f8-Aiq86 , Js79BlPLRF4DI_dBEgPM-3 , s-2AdzEsZu4lYSFpZ-tfy4 , S3r8Gg4WVP40iiwW_4Vedd , fZTz7zqjky442EMb7jro13 , SWRLXLBDS-4NIBuQQJ4N1a , VBlobAJuOo4vU9iNktd6T9 , YxLkjJJ9qH4jYsu0ezFlF7","",
"Digital Shooting Panel","","SH241165-V2.4","1.2","","","","","12/22/2024","Denver","Leased","8506","","3/2/2026","","","Y","","N","TWG-Windsor","Prairie Energy Partners","The Wireline Group","Rob Fogarty","","","","","Z_fp3BMF9T4piJqBVckWt2 , sR7F1n76QV44mC3cSmYMD8 , wGTc91oZPP4di3vMpdxoE1 , LfquhyALxO4nIx2XGNxyb7 , Ek_QIYHqlR4bqoWWgGwuFd , du_Q-DeDt24ey8VYUT0Wkf , dmV1IgBlrj42Y-7bWWYJU6","",
"Digital Shooting Panel","","SH240857-V2.4","1.2","","","","","10/9/2024","Denver","Leased","NA","","2/27/2026","","","Y","","Y","LES-Platteville","Laramie Energy","Liberty Energy Inc.","Rob Fogarty","N","","1196 , 1223 , 1237 , 1274 , 1500","","hgRA4iQg494SYAhjM4LEa6 , RBmhsMxj-a4EMstZeW19S6 , cl1ZR7ENa-4IYe-9N8ZoU2 , Ve8QynaKqF4ZQc7FIKb4Z1 , Ru1TTd4r294UAg3tlCN-yc , re0iVuYGVM4P6rA0xPtrRa , 2GptOa20bf4iUIhy3gTaef , Y-ZX-Iu5Jv4SQXxkuhDVS8 , Jw4KEtrx-G476wrhbMPsAa , qd8ch9_hd34EeWl2JFT51f , vwCk2e8g764PqSsLKHoEge","",
"Digital Shooting Panel","","SH240860-2v 4","1.2","","","","","9/26/2024","Midland","Leased","137","","2/26/2026","","","Y","","N","NES-Charleroi","Expand Energy","Nine Energy Service, Inc.","Eric Williams","","","1245 , 1249 , 1264 , 1628 , 1662","","sGa6QoDluP41A4n3AYi6h4 , 2w4YfZPWSr4JUa3DtEJ1H7 , QKti0kJ2NT4tIsj3ys0U5a , kdskrSl-jY4deouJB5klz3 , -7U_W_U4vT4jiQs9QzrKY8 , SUhgUxaNq442yEy3VOuOk7 , tW2fX8pKCN4-qRGfTQkm00 , A9DxCMihaG4Jin9hsTUUrd , zKUaOr3G8J42Ag49FTj9G9","",
"Digital Shooting Panel","","SH230729-2v3","1.2","","","","","1/31/2024","Denver","Leased","New Unit- Shop","","2/23/2026","","At the shop","Y","","N","NES-Charleroi","Not Specified","Nine Energy Service, Inc.","Eric Williams","N","","","","c_HFL7OVbB4sekUDqyIUUb , VYL1TtAYH-46iBQ46kKjN7 , NXtD6WL71c4kEJ00hqVQ6a , oojD_UA_-Y4_am7OIA7jIe , VlyYwJqfzU4YMM8I3lZXJe , yH8LPYMqAC4L67aN0EZgKa , gu2aCiOWax49YiLr_zBO65","",
"Digital Shooting Panel","","SH250481-2v5","1.27","","","","","5/24/2025","Williston","Leased","857","","2/8/2026","","","Y","","N","GOW-Williston","Chord Energy Corp","Go Wireline LLC","Max Killingsworth","N","","1199 , 1381","","5DWRZAI1wG4TuHl2qmI4s1 , tXn8vXPVvv4-yydkQap7y0 , 0TSi-wWako4cE8G1JkbtM5 , 2IhEDHRVBs4yIeodVnPagd , kgnBBBJX504AU2yjOc3_S8","",
"Digital Shooting Panel","","SH240541-2V4","1.2","","","","","5/30/2025","Williston","Leased","","","2/2/2026","","","Y","","N","SRF-Williston","","Surefire Wireline West, LLC","Martin Aguilar","","","","","4zRB__LQ5p44Ya7F2G8xn5 , oM8vZ0Mn3f4S2HZ5JLa9G9 , 1Sdrxi2F214bmwDYbR6Jz8 , Duh32OEBRo4IqFfXz8Ii_5 , JWU-SIIN7y472Id59cwSn7","",
"Digital Shooting Panel","","SH240859-V2.4","1.2","","","","","9/26/2024","Denver","Leased","2133","","1/30/2026","","Civitas 2nd Truck","Y","","N","TIER-Platteville","Civitas Resources","Tier 1 Completions Solutions, Inc.","Rob Fogarty","","","","","nMYBmcSbzy4emimPvvvWb1 , GZZR7antbc4CmWMFSPHAc9 , 8rhAkI960h4BioE7sGHS2f , GgsIrk6M4w40ivRMhCzjO5 , QiOquN5hgU4U25QP_Lyuac , r9Hg20epBE4FYU4FwLCsX3 , 05BQ1BvT014OEir1DLAgb8 , J3vhe-yfWC4_yy-DVcXK-d , YlSicEIokz4MMkbmw3vzke , mt7EdnDITO4paJHNBop3Le , IdRo42KYNd4-6iP6g9Rund , K1tVhN4Rgn4OaQimBF6B-f","",
"Digital Shooting Panel","","SH240749-24","1.2","","","","","8/29/2024","Midland","Leased","2118","","1/20/2026","","Spare panel on truck 2118","Y","","Y","TIER-Oklahoma","Validus Energy","Tier 1 Completions Solutions, Inc.","Mike Grober","","","1168 , 1262 , 1286 , 1742 , 1743 , 1747","","M9Zpt9nVyK45iYN7Uwmnrf , xGxRimuSUE4-yTowjbzQj6 , 8SmcysXhia4vIiXb_Ul5ka , nv9IP4K_oP4Fi5rXufNy3b , 62IQZnpM-N4Reoodz6gib2 , s8hOrovfkH4z2KIdMyXfya , eGiUMSdl0m4uANM6uZfqDd","",
"Digital Shooting Panel","","SH240750-2V4","1.2","","","","","2/6/2025","Midland","Leased","8118","","1/11/2026","","","Y","","N","TWG-Vernal","Koda Resources Operating","The Wireline Group","Robert Grissom","N","","1174 , 1181 , 1184 , 1213 , 1282 , 1375","","3gXUYTuS0Z4smmgk4obn43 , ifPBHgpa1w4_mOktSB-wFb , at0HL76xrk4hIsoyazoEMa , nm1_-Okwgv41arAvahOV52 , 7gFhR8sGzI4_iev-Kd1ya3 , 1epoTFHtgu4m6NRpS1EjOa , 6Uz9kJ8zNg4raAFWD5H4a1 , wCXafLMWAZ4MA5ArUS7o00","",
"Digital Shooting Panel","","SH240545-2v4","1.2","","","","","8/12/2024","Denver","Leased","New Electric Unit","","12/27/2025","","","Y","","N","TIER-Platteville","Bison Oil & Gas","Tier 1 Completions Solutions, Inc.","Rob Fogarty","","","1100","","7NA6Ud5Uhr4zqfDiUtj0rf , mWLfraiovT4ZiLFDrZyA5e , CKwKy2l3Pe4UEcTHc4WMY7 , glzppbTVnD4myrb3znAUd9 , _Y7ZoOFmSd4re0pTylyned , csJCbFiLb-49a0Lh-G6728 , TNhKh4__g14wuqz7WfBuTb","",
"Digital Shooting Panel","","SH230727-2v3","1.20","","","","","10/13/2023","Denver","Leased","Crowheart","","12/22/2025","","","Y","","N","KLX-Platteville","Crowheart Energy","KLX Energy Services","Robert Grissom","N","","","","_CkF8r1w8q42uX8YQBEA62 , 9ZZyUqbYvF4mEcELu0DhI3 , Cd1MClOsps4CUBXb0N-LW2 , pJ5FAolMKF4KEWKLbEm-p0 , PyOh7CRNKl4OqLHBJVrAd1 , 5dMwQtGi8Z4gMGv8mSKgPc , GGaas5t29o4MEI1xqc8tud","",
"Digital Shooting Panel","","SH241171-V2.4","1.2","","","","","7/16/2025","Denver","Leased","608959","","12/8/2025","","","Y","","N","KLX-Platteville","Civitas Resources","KLX Energy Services","Rob Fogarty","","","","","3y0IRy71l34G65o3vzuK30 , eOagne8b4y4Bamk79XfTIa","",
"Digital Shooting Panel","","SH250482-V2.4","1.2","","","","","6/13/2025","Midland","Leased","8054","","11/7/2025","","","Y","","N","TWG-Vernal","Hilcorp Energy","The Wireline Group","Larry Beaver","","","1221 , 1229 , 1374","","kboy79kME_4f2aSMxDHJ39 , QgbMCxrjMt4S2k3b8t6Ar0 , 4dvc9ekLqu4PECoSPCnrad","",
"Digital Shooting Panel","","SH250483-V2.4","1.27","","","","","6/6/2025","Williston","Leased","391","","10/8/2025","","","Y","","N","GOW-Williston","Chord Energy Corp","Go Wireline LLC","","N","","1328 , 1329 , 1520","","gxs9YjU-kx4wyMSug26th5 , F4wJO_J3K94I6As47Ktl29 , zMGOCFMEDo4pYPW7Sj7JI0 , xJpM2kSWOC4LmlnFZbLf1e , aLCAgCKLHO4LqKGnF-J1R3 , Po8OlFM1634zQzuoJvX9Ab , lg2A0rWEFP44qUPJluY0M6","",
"Digital Shooting Panel","","SH220812-2V2","1.2","","","","","5/30/2025","Midland","In Repair","","","9/13/2025","","panel was installed for the second time and caused issues on 2 different customers. Panel is faulty and is being shipped to Hasan","Y","","","","","","","","","","","n31wCpgkBC4OYbgHt1d9l4","",
"Digital Shooting Panel","","SH240854","1.2","","","","","10/1/2024","Midland","Leased","5001","","9/13/2025","","","Y","","N","TWG-Windsor","Occidental Petroleum Corp","The Wireline Group","","","","624 , 671 , 847","","Ke1AFdi3SX4hEbbOql7VJ3 , vKJ-p9Orry4fqoLbk9NOOb , 4BLf_I9BXA432w7VLlY9Y5","",
"Digital Shooting Panel","","SH240543-2v4","1.2","","","","","8/29/2024","Williston","Leased","","","8/13/2025","","","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","eO7_O1RYB24e226Py_18f2 , zK-NP9eICd4P2PSsMDbw84 , 2LXSyaVUS047UDnaC7w3N5 , Jl4yTjaTTz4cM8k__q40kf , zyIPofew8Z4-6y5nTcs2s0 , 92AfQBoEsi4Ci67ezcHy-3 , ryeo0_D-cO4cyVXfsEFVjc","",
"Digital Shooting Panel","","SH241163-V2.4","1.2","","","","","12/22/2024","Williston","Leased","","","8/13/2025","","","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","MgBMKDU92h4reUY8-qwWXe , rFBXO8c4L34J6t3DtbXcI7 , A4QNc_o2ju4PeNKfpAOH-7 , D3a5LkEZZu4Q6w9rOCvnu1 , t1bT20-iC44uym6MVNV2Tf , YjfI3uF9xh4-QV_kLAIpU1 , h714LFt9Gp4nqSmmyryw8b , x8OY6_DriT4FmAe2zumoce , UdO1cFEVhf4_qJ7YHii-Y8 , 2hhiiKu3hE4lqO_b85JSyf , A17-5w_Ahi4PqYUxkqk0F3","",
"Digital Shooting Panel","","SH230728-2v3","1.2","","","","","6/4/2024","Denver","Leased","","","8/7/2025","","","Y","","N","TWG-Windsor","","The Wireline Group","","","","","","2i9Uz2JqAY4L2uADb3fAu4 , 1H4AWXzBgF41MuxjFEudHe , dDCd0Bb_r94guCXn-OeJj5 , 6ldbK5ooD-4vAiIYsxS8yc , CZ76a4xovl4zA7mSArhfud , 0BUXWTamUZ4ty6rwPqIYdf , hfgcrVCjNo46a3bO8lW7ub , njpGNJwzxv4I2yDTxJCfP1 , eAos7gQgqJ4zUf692PaRD6 , mjfywD4hBJ4deNxSYUtNr4 , 8Zs77AIreK49qeGhhRFtwc","",
"Digital Shooting Panel","","SH240548-2v4","1.2","","","","","8/1/2024","Midland","Leased","8057","","7/11/2025","","SM Toe Shots 7/11/25","Y","","N","TWG-Grand Junction","SM Energy","The Wireline Group","","","","","","i7eim6YBE-402g8gbDQced , VucVIOiniH4KmSFF5N_dvd , V-9Rb5vNbi4AUYxwMO81U1 , -4aCl4n2uy4sAtgkNPXRw5 , miaODznmf34pITTOSbNNg6 , DQqO9Idur84TmxOAtN2a2f , wo4OHkrFoP4AasOSwbG1m7 , JPxjor53r-4bE7Q4Qpoppa , yiAOySsNbV42qCWUN9_xBb , bD0F1qnSPf492w4SF_blu3 , jbefjB0YEW4VqLlz63PKU3 , FIeA6qo08C47IMgKDW0nS1","",
"Digital Shooting Panel","","SH230730-2v3","1.2","","","","","9/11/2023","Denver","Leased","2131","","5/14/2025","","Installed 5/14/25","Y","","N","TIER-Platteville","Bison Oil & Gas","Tier 1 Completions Solutions, Inc.","","","","1715 , 1716","","p9iGhDtMJD4Uypthtm-LSd , WxUFvnhSka4WAqHheK1EFe , ZfkNlYtXx24fiaa59ph5C9","",
"Digital Shooting Panel","","SH210403-1v1","1.2","","","","","4/26/2024","Williston","Leased","","","3/20/2025","","Shipping 3.20.25  Tracking 772860306907","Y","","N","TWG-Windsor","Chevron Corp","The Wireline Group","","","","","","Zk-Yy2Mcya4tuJ4owGLVr8 , sRfFjxPnkf49AagMe1tAm2 , Vz-yYnSRyd4lesU_YiS_la , -h-Qc5-2o64pEZjaQZODee","",
"Digital Shooting Panel","","SH241168-V2.4","1.2","","","","","12/22/2024","Williston","Leased","","","2/11/2025","","","Y","","N","SRF-Williston","Kraken Operating","Surefire Wireline West, LLC","","","","1710","","GK-Akr0KFd48e07o_Klare , DYWItMUTON4sYax7qDYHJ6 , p6yK9Yjb184nyU-Ol36CY1","",
"Digital Shooting Panel","","SH230732-2v3","1.2","","","","","10/13/2023","Williston","At Facility","","","1/24/2025","","Upgraded to v4 board","N","","","","","","","","","","","","",
"Digital Shooting Panel","","SH230726-2v3","1.15","","","","","9/11/2023","Williston","Leased","","","","","","N","","N","SRF-Williston","","Surefire Wireline West, LLC","","","","","","","",
"Digital Shooting Panel","","SH2601133-V2.5+","1.2","","","","","4/21/2026","Midland","Leased","824001","","4/27/2026","","","Y","","N","TWG-Midland","Finley Resources","The Wireline Group","Larry Beaver","","","","","UuMzekfNkV4NYti-34RHCf , YBdZ_re6Ug4wQE2pypB-m3","",
"Digital Shooting Panel","","SH2601134-V2.5+","1.2","","","","","4/24/2026","Midland","At Facility","","","4/24/2026","","Received from Hasan","Y","","","","","","Larry Beaver","","","","","","",
"Digital Shooting Panel","","SH2601132-V2.5+","1.2","","","","","4/21/2026","Midland","Leased","8110","","4/24/2026","","","Y","","N","TWG-Midland","EOG Resources","The Wireline Group","Larry Beaver","","","1658","","NjoMmfUOvL4MU5Jk5X1DS2","",
"Digital Shooting Panel","","SH250794-V2.5","7.2","","","","","10/10/2025","Midland","Leased","2122","","4/17/2026","","","Y","","N","TIER-Midland","Matador Resources Company","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","1176 , 1178 , 1362 , 1567 , 1569 , 1636","","xRYuOGjgp24OENBv3CgvDe , 90YJXigBwc42u6Bukn0jx6","",
"Digital Shooting Panel","","SH230733-2v3","1.2","","","","","11/13/2023","Denver","Leased","523","","4/16/2026","","","Y","","N","LES-Platteville","1876 Resources Inc","Liberty Energy Inc.","Rob Fogarty","N","","1166 , 1171 , 1172 , 1182 , 1183","","qqWaUtQ2iB47Qm5coJrN_3 , 90BsHEZqbw4KUiOSX8ipw8 , g8x6As8lzS4Oq5EGAGBjU2 , Pb6vO7kDxw4jaWjK4jgjyc , 3xN4pDsL3w4MMI1vt1Hyyf , 6XULl8V_g44c2wp_cdWbPb , fNYv1t1FWy40UcpG5D_9De , FXo64trLzo4cURxClDQ3m3 , CUuMhK6IBy45QpsTc9sFU0 , ROmFg0dvvZ4J6yVINwGAzb , WBlkWuwvuq4EEYILwmw0H2 , ITkvdBqGWd4jMHnC7KRUp3 , yVa420FSPu4sq5LJRjY9h2","",
"Digital Shooting Panel","","SH2601129-V2.5+","1.20","","","","","4/1/2026","Denver","Leased","NA","","4/16/2026","","","Y","","N","TWG-Farmington","Hilcorp Energy Company","The Wireline Group","Robert Grissom","N","","1624 , 1625","","VfdvxfEJ4o47EN1lwo4IPb","",
